key,include_original,include_rating,include_sentiScore_pos,accuracy,f1_score
stopwords_removal_nltk,False,False,False,0.5507246376811594,0.49588928717752623
stopwords_removal_nltk,False,False,True,0.5289855072463768,0.4564167161829095
stopwords_removal_nltk,False,True,False,0.44565217391304346,0.37633755405977526
stopwords_removal_nltk,False,True,True,0.4311594202898551,0.35403965409210825
stopwords_removal_nltk,True,False,False,0.572463768115942,0.528192272352993
stopwords_removal_nltk,True,False,True,0.5434782608695652,0.47144754186049725
stopwords_removal_nltk,True,True,False,0.4927536231884058,0.4280697816071071
stopwords_removal_nltk,True,True,True,0.4855072463768116,0.4154392053244198
stopwords_removal,False,False,False,0.5507246376811594,0.4920543752212255
stopwords_removal,False,False,True,0.5181159420289855,0.43801093282402837
stopwords_removal,False,True,False,0.4384057971014493,0.36610401499402007
stopwords_removal,False,True,True,0.42391304347826086,0.3405633006874275
stopwords_removal,True,False,False,0.572463768115942,0.5366683512905099
stopwords_removal,True,False,True,0.5434782608695652,0.4722462256531589
stopwords_removal,True,True,False,0.5036231884057971,0.44066769054256605
stopwords_removal,True,True,True,0.4782608695652174,0.4024777304695512
stemmed,False,False,False,0.5652173913043478,0.5008403973343762
stemmed,False,False,True,0.5398550724637681,0.45763149237517436
stemmed,False,True,False,0.4492753623188406,0.3664799773495426
stemmed,False,True,True,0.4420289855072464,0.3572630628805427
stemmed,True,False,False,0.5652173913043478,0.5145129650338482
stemmed,True,False,True,0.5543478260869565,0.48182525826505546
stemmed,True,True,False,0.5144927536231884,0.45248640084497926
stemmed,True,True,True,0.4855072463768116,0.4044050229657496
lemmatized_comment,False,False,False,0.5579710144927537,0.4841445759343606
lemmatized_comment,False,False,True,0.5471014492753623,0.4622846935968913
lemmatized_comment,False,True,False,0.4492753623188406,0.3664799773495426
lemmatized_comment,False,True,True,0.4384057971014493,0.34981372423054174
lemmatized_comment,True,False,False,0.5652173913043478,0.5121087518256376
lemmatized_comment,True,False,True,0.5615942028985508,0.4860840029165928
lemmatized_comment,True,True,False,0.5036231884057971,0.4310348789563445
lemmatized_comment,True,True,True,0.48188405797101447,0.4018669538028191
stopwords_removal_lemmatization,False,False,False,0.5615942028985508,0.4950034859800173
stopwords_removal_lemmatization,False,False,True,0.5434782608695652,0.45806221038190553
stopwords_removal_lemmatization,False,True,False,0.4673913043478261,0.39021579839880366
stopwords_removal_lemmatization,False,True,True,0.4492753623188406,0.36710091873761874
stopwords_removal_lemmatization,True,False,False,0.5652173913043478,0.5182302977249945
stopwords_removal_lemmatization,True,False,True,0.5579710144927537,0.48380784129381604
stopwords_removal_lemmatization,True,True,False,0.5072463768115942,0.4432422792853922
stopwords_removal_lemmatization,True,True,True,0.48188405797101447,0.4018669538028191
