key,include_original,include_rating,include_sentiScore_pos,accuracy,f1_score
stopwords_removal_nltk,False,False,False,0.5398550724637681,0.5214958569019604
stopwords_removal_nltk,False,False,True,0.4384057971014493,0.36160618395854477
stopwords_removal_nltk,False,True,False,0.4384057971014493,0.38090701713456204
stopwords_removal_nltk,False,True,True,0.4384057971014493,0.3802080011204507
stopwords_removal_nltk,True,False,False,0.5760869565217391,0.5578635557146263
stopwords_removal_nltk,True,False,True,0.5362318840579711,0.47748117922597844
stopwords_removal_nltk,True,True,False,0.4673913043478261,0.43311552578427226
stopwords_removal_nltk,True,True,True,0.4601449275362319,0.4200756359745124
stopwords_removal,False,False,False,0.5942028985507246,0.5763665481480263
stopwords_removal,False,False,True,0.4673913043478261,0.3991470098290731
stopwords_removal,False,True,False,0.4420289855072464,0.3879702695512827
stopwords_removal,False,True,True,0.4420289855072464,0.3872882369165612
stopwords_removal,True,False,False,0.5942028985507246,0.5786388921362324
stopwords_removal,True,False,True,0.5398550724637681,0.4965795125478153
stopwords_removal,True,True,False,0.47101449275362317,0.4389886154483734
stopwords_removal,True,True,True,0.4673913043478261,0.4321223083905857
stemmed,False,False,False,0.6123188405797102,0.6029489790733108
stemmed,False,False,True,0.5181159420289855,0.45218698397331114
stemmed,False,True,False,0.44565217391304346,0.3984363302535892
stemmed,False,True,True,0.4384057971014493,0.3795982927644459
stemmed,True,False,False,0.605072463768116,0.594613409768359
stemmed,True,False,True,0.5471014492753623,0.5016541349775085
stemmed,True,True,False,0.47101449275362317,0.4389886154483734
stemmed,True,True,True,0.4673913043478261,0.4321223083905857
lemmatized_comment,False,False,False,0.5978260869565217,0.5845841941939008
lemmatized_comment,False,False,True,0.5253623188405797,0.4562444992078859
lemmatized_comment,False,True,False,0.4528985507246377,0.41156791196406184
lemmatized_comment,False,True,True,0.44565217391304346,0.39421225985245445
lemmatized_comment,True,False,False,0.5942028985507246,0.5822052789394776
lemmatized_comment,True,False,True,0.5507246376811594,0.5009558065175779
lemmatized_comment,True,True,False,0.47101449275362317,0.4389886154483734
lemmatized_comment,True,True,True,0.4673913043478261,0.4321223083905857
stopwords_removal_lemmatization,False,False,False,0.5978260869565217,0.583796209158528
stopwords_removal_lemmatization,False,False,True,0.4963768115942029,0.4221080758390583
stopwords_removal_lemmatization,False,True,False,0.4492753623188406,0.4018462875521545
stopwords_removal_lemmatization,False,True,True,0.4420289855072464,0.3872882369165612
stopwords_removal_lemmatization,True,False,False,0.6014492753623188,0.5900303387462894
stopwords_removal_lemmatization,True,False,True,0.5543478260869565,0.5069778932267287
stopwords_removal_lemmatization,True,True,False,0.47101449275362317,0.4389886154483734
stopwords_removal_lemmatization,True,True,True,0.4673913043478261,0.4321223083905857
