key,include_original,include_rating,include_sentiScore_pos,accuracy,f1_score
stopwords_removal_nltk,False,False,False,0.3456032719836401,0.30157745709207845
stopwords_removal_nltk,False,False,True,0.30879345603271985,0.24171500035765595
stopwords_removal_nltk,False,True,False,0.2985685071574642,0.21883974775157433
stopwords_removal_nltk,False,True,True,0.28629856850715746,0.19595753397170992
stopwords_removal_nltk,True,False,False,0.36400817995910023,0.33030668909448513
stopwords_removal_nltk,True,False,True,0.3374233128834356,0.288935140277426
stopwords_removal_nltk,True,True,False,0.3210633946830266,0.2597209268828634
stopwords_removal_nltk,True,True,True,0.30879345603271985,0.2388351399587299
stopwords_removal,False,False,False,0.3537832310838446,0.3090733585045088
stopwords_removal,False,False,True,0.310838445807771,0.24336982875637497
stopwords_removal,False,True,False,0.3006134969325153,0.22370709260575528
stopwords_removal,False,True,True,0.2903885480572597,0.2053449349406136
stopwords_removal,True,False,False,0.3721881390593047,0.33581636697906403
stopwords_removal,True,False,True,0.34151329243353784,0.28943382213978336
stopwords_removal,True,True,False,0.30879345603271985,0.24187717000563055
stopwords_removal,True,True,True,0.3047034764826176,0.23332968086879552
stemmed,False,False,False,0.32719836400818,0.2822824305826625
stemmed,False,False,True,0.3067484662576687,0.23905810564584448
stemmed,False,True,False,0.3067484662576687,0.23190812786506546
stemmed,False,True,True,0.3006134969325153,0.22160855760578965
stemmed,True,False,False,0.3558282208588957,0.31747336869786863
stemmed,True,False,True,0.34151329243353784,0.2864195513858659
stemmed,True,True,False,0.3210633946830266,0.2550151951244411
stemmed,True,True,True,0.3128834355828221,0.2436564984006702
lemmatized_comment,False,False,False,0.35173824130879344,0.3042395903645894
lemmatized_comment,False,False,True,0.310838445807771,0.2398671920204526
lemmatized_comment,False,True,False,0.30265848670756645,0.22411309817111236
lemmatized_comment,False,True,True,0.2965235173824131,0.21382972897449543
lemmatized_comment,True,False,False,0.3619631901840491,0.3232735807005672
lemmatized_comment,True,False,True,0.35787321063394684,0.3074770204664598
lemmatized_comment,True,True,False,0.3231083844580777,0.2582082023763538
lemmatized_comment,True,True,True,0.3128834355828221,0.24215954485536753
stopwords_removal_lemmatization,False,False,False,0.34355828220858897,0.3024729829153346
stopwords_removal_lemmatization,False,False,True,0.3149284253578732,0.24815402195708464
stopwords_removal_lemmatization,False,True,False,0.310838445807771,0.2362943260369371
stopwords_removal_lemmatization,False,True,True,0.2965235173824131,0.21594672025152667
stopwords_removal_lemmatization,True,False,False,0.35991820040899797,0.3228083070666416
stopwords_removal_lemmatization,True,False,True,0.3537832310838446,0.30315383004844326
stopwords_removal_lemmatization,True,True,False,0.3210633946830266,0.2557544946348627
stopwords_removal_lemmatization,True,True,True,0.3128834355828221,0.24224954972638543
